timestamp,cpu_used_vcpu,mem_used_gib,disk_used_gib
2026-05-06 20:00,5.09,16.24,424.3
2026-05-06 21:00,5.15,16.44,426.4
2026-05-06 22:00,5.0,16.49,424.6
2026-05-06 23:00,2.89,13.04,426.4
2026-05-07 00:00,2.78,12.95,426.2
2026-05-07 01:00,2.87,13.72,427.3
2026-05-07 02:00,3.12,13.81,428.2
2026-05-07 03:00,3.18,13.45,426.9
2026-05-07 04:00,3.23,13.12,428.6
2026-05-07 05:00,3.07,12.98,429.3
2026-05-07 06:00,3.19,13.77,429.1
2026-05-07 07:00,3.15,13.11,428.4
2026-05-07 08:00,3.0,14.06,429.7
2026-05-07 09:00,7.1,18.55,430.3
2026-05-07 10:00,6.95,18.76,427.8
2026-05-07 11:00,6.24,17.72,428.5
2026-05-07 12:00,6.32,19.02,429.5
2026-05-07 13:00,6.89,18.63,430.2
2026-05-07 14:00,6.74,17.49,430.8
2026-05-07 15:00,7.02,18.41,430.0
2026-05-07 16:00,6.92,17.6,430.9
2026-05-07 17:00,6.48,17.62,429.2
2026-05-07 18:00,7.0,17.86,431.3
2026-05-07 19:00,5.65,16.47,430.1
2026-05-07 20:00,5.23,16.78,431.8
2026-05-07 21:00,5.35,16.72,429.2
2026-05-07 22:00,4.95,16.07,432.1
2026-05-07 23:00,2.91,13.69,429.4
2026-05-08 00:00,2.86,13.62,432.2
2026-05-08 01:00,3.17,14.18,430.9
2026-05-08 02:00,3.08,13.89,431.7
2026-05-08 03:00,2.89,14.49,430.9
2026-05-08 04:00,3.31,14.55,430.3
2026-05-08 05:00,3.05,14.39,434.3
2026-05-08 06:00,3.05,13.62,431.5
2026-05-08 07:00,3.29,13.54,433.1
2026-05-08 08:00,2.9,13.97,434.8
2026-05-08 09:00,6.51,19.46,433.2
2026-05-08 10:00,7.35,19.24,432.3
2026-05-08 11:00,7.36,18.83,431.7
2026-05-08 12:00,6.37,18.84,433.6
2026-05-08 13:00,6.7,18.18,433.3
2026-05-08 14:00,6.72,19.5,432.1
2026-05-08 15:00,7.2,19.5,432.8
2026-05-08 16:00,7.39,19.26,436.1
2026-05-08 17:00,6.69,18.62,434.3
2026-05-08 18:00,7.47,19.03,434.3
2026-05-08 19:00,5.32,16.51,433.3
2026-05-08 20:00,5.04,17.46,434.4
2026-05-08 21:00,5.76,16.47,434.5
2026-05-08 22:00,5.39,16.37,435.1
2026-05-08 23:00,3.3,14.48,437.1
2026-05-09 00:00,2.35,10.89,437.8
2026-05-09 01:00,2.32,10.68,434.4
2026-05-09 02:00,2.39,10.4,437.4
2026-05-09 03:00,2.36,10.23,434.8
2026-05-09 04:00,2.46,10.07,436.6
2026-05-09 05:00,2.25,10.24,437.9
2026-05-09 06:00,2.48,10.2,437.7
2026-05-09 07:00,2.23,10.51,436.9
2026-05-09 08:00,2.18,10.1,436.3
2026-05-09 09:00,5.53,14.14,436.6
2026-05-09 10:00,5.53,14.85,437.7
2026-05-09 11:00,4.89,13.71,436.4
2026-05-09 12:00,5.06,13.57,437.2
2026-05-09 13:00,4.99,14.24,440.0
2026-05-09 14:00,5.4,14.02,438.3
2026-05-09 15:00,5.21,13.97,438.2
2026-05-09 16:00,4.83,13.83,440.9
2026-05-09 17:00,4.88,14.15,439.7
2026-05-09 18:00,5.49,13.74,438.5
2026-05-09 19:00,3.87,12.54,439.3
2026-05-09 20:00,4.33,13.11,441.2
2026-05-09 21:00,3.73,12.08,440.8
2026-05-09 22:00,4.29,12.64,440.5
2026-05-09 23:00,2.12,10.34,442.0
2026-05-10 00:00,2.43,10.83,442.4
2026-05-10 01:00,2.21,10.05,439.3
2026-05-10 02:00,2.31,10.65,442.6
2026-05-10 03:00,2.39,10.61,442.1
2026-05-10 04:00,2.29,10.51,439.4
2026-05-10 05:00,2.41,10.18,443.1
2026-05-10 06:00,2.36,10.25,440.1
2026-05-10 07:00,2.21,10.6,442.6
2026-05-10 08:00,2.16,10.01,442.1
2026-05-10 09:00,5.26,13.99,441.1
2026-05-10 10:00,5.27,13.45,441.6
2026-05-10 11:00,5.16,14.79,443.1
2026-05-10 12:00,5.51,14.11,441.7
2026-05-10 13:00,4.98,14.8,443.8
2026-05-10 14:00,5.03,13.47,443.1
2026-05-10 15:00,5.33,14.03,442.3
2026-05-10 16:00,5.33,14.75,442.4
2026-05-10 17:00,4.8,13.92,443.4
2026-05-10 18:00,5.34,13.72,445.1
2026-05-10 19:00,4.19,12.68,442.9
2026-05-10 20:00,4.34,12.43,445.5
2026-05-10 21:00,3.86,12.32,445.5
2026-05-10 22:00,3.9,13.24,444.6
2026-05-10 23:00,2.19,10.17,444.5
2026-05-11 00:00,3.16,14.57,443.6
2026-05-11 01:00,3.02,13.54,447.1
2026-05-11 02:00,2.9,13.32,443.6
2026-05-11 03:00,3.02,14.5,447.1
2026-05-11 04:00,3.19,14.63,447.5
2026-05-11 05:00,2.99,13.5,447.7
2026-05-11 06:00,3.2,13.29,446.8
2026-05-11 07:00,3.02,13.76,445.6
2026-05-11 08:00,2.91,13.25,445.6
2026-05-11 09:00,6.75,19.72,445.2
2026-05-11 10:00,7.43,18.31,446.3
2026-05-11 11:00,7.27,19.47,446.8
2026-05-11 12:00,6.42,18.81,446.7
2026-05-11 13:00,7.38,18.28,446.9
2026-05-11 14:00,7.36,17.97,447.3
2026-05-11 15:00,7.26,19.36,446.0
2026-05-11 16:00,6.4,18.04,449.7
2026-05-11 17:00,6.65,19.33,449.8
2026-05-11 18:00,6.74,18.43,450.2
2026-05-11 19:00,5.48,16.49,449.4
2026-05-11 20:00,5.22,16.51,446.8
2026-05-11 21:00,5.6,17.6,449.5
2026-05-11 22:00,5.76,16.09,448.1
2026-05-11 23:00,3.06,14.58,451.1
2026-05-12 00:00,3.02,13.59,449.2
2026-05-12 01:00,3.07,14.54,448.4
2026-05-12 02:00,3.22,14.27,451.2
2026-05-12 03:00,3.21,14.09,449.4
2026-05-12 04:00,2.99,13.75,451.4
2026-05-12 05:00,2.87,13.52,451.4
2026-05-12 06:00,2.95,13.33,448.8
2026-05-12 07:00,3.1,13.7,452.7
2026-05-12 08:00,3.26,14.62,450.1
2026-05-12 09:00,6.46,18.1,451.2
2026-05-12 10:00,7.15,18.76,450.3
2026-05-12 11:00,6.83,19.09,452.3
2026-05-12 12:00,7.19,19.51,452.4
2026-05-12 13:00,6.5,19.5,451.1
2026-05-12 14:00,6.99,18.62,453.1
2026-05-12 15:00,6.59,18.38,451.3
2026-05-12 16:00,6.53,19.58,452.8
2026-05-12 17:00,6.73,18.66,454.7
2026-05-12 18:00,6.93,18.35,454.1
2026-05-12 19:00,5.51,17.72,451.5
2026-05-12 20:00,5.36,17.43,454.6
2026-05-12 21:00,5.74,16.12,452.6
2026-05-12 22:00,5.05,16.37,455.5
2026-05-12 23:00,3.12,14.54,453.3
2026-05-13 00:00,3.26,13.87,453.0
2026-05-13 01:00,3.21,14.56,452.6
2026-05-13 02:00,3.12,14.11,453.2
2026-05-13 03:00,3.01,13.44,453.4
2026-05-13 04:00,2.95,14.08,455.4
2026-05-13 05:00,2.93,13.26,454.2
2026-05-13 06:00,3.16,13.5,454.4
2026-05-13 07:00,2.93,14.35,455.5
2026-05-13 08:00,2.86,13.38,455.1
2026-05-13 09:00,6.97,19.12,454.1
2026-05-13 10:00,6.55,19.23,455.5
2026-05-13 11:00,6.68,18.5,457.9
2026-05-13 12:00,6.71,18.99,455.7
2026-05-13 13:00,6.83,19.55,458.4
2026-05-13 14:00,6.77,18.29,457.5
2026-05-13 15:00,6.59,17.93,458.4
2026-05-13 16:00,6.83,19.46,456.6
2026-05-13 17:00,7.34,18.79,455.8
2026-05-13 18:00,6.38,18.96,457.9
2026-05-13 19:00,5.73,16.2,458.1
2026-05-13 20:00,5.27,16.9,456.3
2026-05-13 21:00,5.19,16.93,459.6
2026-05-13 22:00,5.04,16.88,459.3
2026-05-13 23:00,3.3,13.52,456.8
2026-05-14 00:00,3.29,14.6,458.4
2026-05-14 01:00,2.86,14.53,458.2
2026-05-14 02:00,3.27,14.11,460.2
2026-05-14 03:00,2.91,14.34,458.0
2026-05-14 04:00,3.03,14.42,460.6
2026-05-14 05:00,2.92,13.55,459.0
2026-05-14 06:00,3.08,13.78,458.1
2026-05-14 07:00,2.95,14.25,461.4
2026-05-14 08:00,2.85,14.03,461.0
2026-05-14 09:00,6.41,19.5,458.7
2026-05-14 10:00,7.03,18.95,460.9
2026-05-14 11:00,6.7,18.71,460.9
2026-05-14 12:00,6.84,19.16,460.5
2026-05-14 13:00,6.85,17.96,461.4
2026-05-14 14:00,6.91,18.36,462.2
2026-05-14 15:00,7.23,18.78,460.0
2026-05-14 16:00,6.89,18.12,460.0
2026-05-14 17:00,6.84,18.09,461.5
2026-05-14 18:00,6.93,17.99,462.4
2026-05-14 19:00,5.02,17.29,463.2
2026-05-14 20:00,5.39,16.14,462.3
2026-05-14 21:00,5.28,17.65,461.0
2026-05-14 22:00,5.69,17.73,463.6
2026-05-14 23:00,3.23,13.51,464.7
2026-05-15 00:00,3.15,14.94,464.7
2026-05-15 01:00,2.98,14.7,464.9
2026-05-15 02:00,2.93,14.08,464.4
2026-05-15 03:00,2.98,14.86,462.7
2026-05-15 04:00,3.31,13.78,463.8
2026-05-15 05:00,3.36,13.87,463.0
2026-05-15 06:00,3.15,14.03,462.3
2026-05-15 07:00,2.99,13.8,466.1
2026-05-15 08:00,3.24,14.85,463.2
2026-05-15 09:00,7.41,18.59,464.8
2026-05-15 10:00,7.25,19.06,466.4
2026-05-15 11:00,7.15,19.49,466.6
2026-05-15 12:00,6.64,20.28,465.8
2026-05-15 13:00,6.97,19.91,464.5
2026-05-15 14:00,7.65,19.48,465.1
2026-05-15 15:00,7.39,19.22,464.5
2026-05-15 16:00,7.37,18.46,467.3
2026-05-15 17:00,6.81,19.6,468.1
2026-05-15 18:00,7.19,19.65,465.6
2026-05-15 19:00,5.08,16.51,465.2
2026-05-15 20:00,5.62,17.2,466.8
2026-05-15 21:00,5.86,16.68,465.8
2026-05-15 22:00,5.65,16.49,465.1
2026-05-15 23:00,3.08,13.73,466.7
2026-05-16 00:00,2.26,10.81,467.9
2026-05-16 01:00,2.25,10.85,467.6
2026-05-16 02:00,2.23,11.18,466.8
2026-05-16 03:00,2.23,10.28,468.6
2026-05-16 04:00,2.5,11.02,467.9
2026-05-16 05:00,2.27,10.19,469.0
2026-05-16 06:00,2.39,10.56,469.2
2026-05-16 07:00,2.34,11.18,469.7
2026-05-16 08:00,2.27,11.15,467.2
2026-05-16 09:00,5.35,14.36,468.1
2026-05-16 10:00,4.94,14.9,467.4
2026-05-16 11:00,5.36,15.14,468.1
2026-05-16 12:00,5.06,14.66,469.8
2026-05-16 13:00,5.44,14.95,468.6
2026-05-16 14:00,5.16,14.21,468.3
2026-05-16 15:00,5.65,14.91,471.2
2026-05-16 16:00,4.9,15.0,471.5
2026-05-16 17:00,5.29,14.85,470.5
2026-05-16 18:00,5.09,13.93,469.8
2026-05-16 19:00,3.83,12.77,472.1
2026-05-16 20:00,4.27,13.43,472.1
2026-05-16 21:00,3.98,13.06,471.2
2026-05-16 22:00,4.33,13.02,470.7
2026-05-16 23:00,2.42,11.21,470.7
2026-05-17 00:00,2.51,10.2,471.0
2026-05-17 01:00,2.26,10.98,474.0
2026-05-17 02:00,2.46,10.53,473.9
2026-05-17 03:00,2.3,10.44,474.2
2026-05-17 04:00,2.41,10.92,473.4
2026-05-17 05:00,2.55,10.68,474.3
2026-05-17 06:00,2.44,11.1,472.9
2026-05-17 07:00,2.45,10.79,472.5
2026-05-17 08:00,2.25,10.85,471.8
2026-05-17 09:00,5.67,13.98,471.8
2026-05-17 10:00,4.98,15.12,473.3
2026-05-17 11:00,5.01,13.82,472.2
2026-05-17 12:00,5.48,14.69,475.0
2026-05-17 13:00,5.52,13.87,474.8
2026-05-17 14:00,5.2,14.96,475.9
2026-05-17 15:00,5.65,13.87,476.3
2026-05-17 16:00,5.67,15.14,473.4
2026-05-17 17:00,5.07,13.94,473.3
2026-05-17 18:00,5.61,14.95,475.9
2026-05-17 19:00,4.35,13.16,474.7
2026-05-17 20:00,3.87,12.46,476.8
2026-05-17 21:00,3.94,12.75,475.6
2026-05-17 22:00,3.82,12.67,475.3
2026-05-17 23:00,2.45,10.57,475.6
2026-05-18 00:00,3.39,14.29,477.9
2026-05-18 01:00,3.21,13.62,476.3
2026-05-18 02:00,3.12,14.68,476.3
2026-05-18 03:00,3.26,14.34,475.9
2026-05-18 04:00,3.33,13.7,478.5
2026-05-18 05:00,2.99,13.58,476.2
2026-05-18 06:00,3.28,14.97,475.6
2026-05-18 07:00,3.15,14.28,479.0
2026-05-18 08:00,2.99,14.28,477.4
2026-05-18 09:00,7.47,18.87,480.0
2026-05-18 10:00,6.85,18.78,479.2
2026-05-18 11:00,7.09,18.58,479.1
2026-05-18 12:00,6.62,19.89,479.5
2026-05-18 13:00,7.42,19.58,478.4
2026-05-18 14:00,6.98,19.13,480.7
2026-05-18 15:00,6.62,20.08,477.4
2026-05-18 16:00,6.76,18.87,481.1
2026-05-18 17:00,7.09,19.1,481.2
2026-05-18 18:00,6.79,19.26,480.0
2026-05-18 19:00,5.74,17.75,480.6
2026-05-18 20:00,5.38,17.01,478.9
2026-05-18 21:00,5.82,17.59,481.4
2026-05-18 22:00,5.22,17.21,481.7
2026-05-18 23:00,3.19,13.75,480.7
2026-05-19 00:00,3.35,13.91,479.8
2026-05-19 01:00,3.05,14.58,482.6
2026-05-19 02:00,2.98,13.8,480.4
2026-05-19 03:00,3.06,14.32,480.2
2026-05-19 04:00,3.07,13.84,483.7
2026-05-19 05:00,3.27,13.72,483.8
2026-05-19 06:00,2.95,14.12,484.1
2026-05-19 07:00,3.3,14.62,482.1
2026-05-19 08:00,3.0,14.49,480.9
2026-05-19 09:00,6.76,19.12,480.8
2026-05-19 10:00,6.98,19.89,483.6
2026-05-19 11:00,7.09,19.59,482.9
2026-05-19 12:00,6.69,19.53,482.9
2026-05-19 13:00,7.37,20.12,483.2
2026-05-19 14:00,7.18,19.81,483.3
2026-05-19 15:00,6.78,19.76,485.3
2026-05-19 16:00,7.4,19.72,485.4
2026-05-19 17:00,7.3,19.61,484.0
2026-05-19 18:00,6.88,19.58,482.8
2026-05-19 19:00,5.44,17.8,485.4
2026-05-19 20:00,5.63,16.88,484.4
2026-05-19 21:00,5.48,17.52,484.6
2026-05-19 22:00,5.67,18.06,483.9
2026-05-19 23:00,3.23,14.69,484.9
2026-05-20 00:00,3.15,14.97,483.7
2026-05-20 01:00,3.17,13.8,486.8
2026-05-20 02:00,3.37,14.32,484.3
2026-05-20 03:00,3.19,14.35,486.9
2026-05-20 04:00,3.16,14.49,487.6
2026-05-20 05:00,3.16,14.16,488.2
2026-05-20 06:00,3.01,14.55,486.2
2026-05-20 07:00,3.28,13.75,488.8
2026-05-20 08:00,3.08,13.65,486.1
2026-05-20 09:00,6.98,18.39,486.9
2026-05-20 10:00,7.0,19.71,486.8
2026-05-20 11:00,6.83,18.8,488.5
2026-05-20 12:00,7.59,19.38,486.6
2026-05-20 13:00,7.43,19.12,486.8
2026-05-20 14:00,6.67,19.87,489.4
2026-05-20 15:00,7.24,19.27,488.6
2026-05-20 16:00,6.78,20.23,487.9
2026-05-20 17:00,7.25,19.95,490.0
2026-05-20 18:00,7.06,18.93,489.1
2026-05-20 19:00,5.18,17.89,488.5
2026-05-20 20:00,5.83,16.91,488.8
2026-05-20 21:00,5.3,17.19,488.2
2026-05-20 22:00,5.08,17.7,488.7
2026-05-20 23:00,3.02,14.01,489.7
2026-05-21 00:00,3.12,14.48,490.6
2026-05-21 01:00,3.08,14.9,491.6
2026-05-21 02:00,2.93,14.76,492.0
2026-05-21 03:00,3.3,13.77,491.9
2026-05-21 04:00,3.22,13.6,488.8
2026-05-21 05:00,3.38,14.51,489.9
2026-05-21 06:00,2.95,13.78,490.1
2026-05-21 07:00,3.29,14.07,489.9
2026-05-21 08:00,3.36,14.71,490.2
2026-05-21 09:00,7.54,19.54,492.8
2026-05-21 10:00,7.28,20.09,493.0
2026-05-21 11:00,7.48,18.75,492.8
2026-05-21 12:00,7.13,19.8,492.0
2026-05-21 13:00,7.53,19.44,491.5
2026-05-21 14:00,6.79,18.63,492.6
2026-05-21 15:00,6.59,19.27,491.4
2026-05-21 16:00,7.08,19.33,493.2
2026-05-21 17:00,7.5,18.38,494.6
2026-05-21 18:00,7.06,19.45,494.0
2026-05-21 19:00,5.82,17.1,493.2
2026-05-21 20:00,5.92,16.58,494.3
2026-05-21 21:00,5.64,16.5,494.4
2026-05-21 22:00,5.68,18.06,493.4
2026-05-21 23:00,3.39,14.3,494.3
